,Open,High,Low,Close,Date,Fib Level 0,Fib Level 1,Fib Level 2,Fib Level 3,Fib Level 4,Fib Level 5,Fib Level 6,8_upperBand,8_lowerBand,16_upperBand,16_lowerBand,20_upperBand,20_lowerBand,50_upperBand,50_lowerBand,100_upperBand,100_lowerBand,250_upperBand,250_lowerBand,12_26_macd,signal,5_10_macd,8_rolling_mean,8_rolling_median,12_rolling_mean,12_rolling_median,24_rolling_mean,24_rolling_median,240_rolling_mean,240_rolling_median,720_rolling_mean,720_rolling_median,Open_ratio,High_ratio,Low_ratio,Close_ratio,Fib Level 0_ratio,Fib Level 1_ratio,Fib Level 2_ratio,Fib Level 3_ratio,Fib Level 4_ratio,Fib Level 5_ratio,Fib Level 6_ratio,8_upperBand_ratio,8_lowerBand_ratio,16_upperBand_ratio,16_lowerBand_ratio,20_upperBand_ratio,20_lowerBand_ratio,50_upperBand_ratio,50_lowerBand_ratio,100_upperBand_ratio,100_lowerBand_ratio,250_upperBand_ratio,250_lowerBand_ratio,12_26_macd_ratio,signal_ratio,5_10_macd_ratio,8_rolling_mean_ratio,8_rolling_median_ratio,12_rolling_mean_ratio,12_rolling_median_ratio,24_rolling_mean_ratio,24_rolling_median_ratio,240_rolling_mean_ratio,240_rolling_median_ratio,720_rolling_mean_ratio,720_rolling_median_ratio,will_be_increased
847,139.1999969482422,139.39999389648438,139.1999969482422,139.39999389648438,2023-03-10 17:04:00+03:00,126.5,130.46480072021484,132.9176011657715,134.9000015258789,136.88240188598633,139.70480239868164,143.3000030517578,139.47939915862895,139.14559702667378,139.6300419708042,139.15745459596826,139.91676430983918,139.05323233322721,140.0197951634919,139.02820471443778,140.48757867307495,138.90642065553834,140.66387694142392,139.26652320506045,-0.09190746302522257,-0.05702216371717962,-0.02923906721508729,139.31249809265137,139.3000030517578,139.3416633605957,139.39999389648438,139.52916526794434,139.4499969482422,139.95708338419595,140.10000610351562,140.67277772691514,140.3000030517578,0.144,0.0,0.144,0.0,10.198,6.849,4.877,3.336,1.839,0.218,2.722,0.057,0.183,0.165,0.174,0.369,0.249,0.443,0.267,0.774,0.355,0.899,0.096,-151774.292,-244566.335,-476859.374,0.063,0.072,0.042,0.0,0.093,0.036,0.398,0.5,0.905,0.641,1.0
849,139.39999389648438,139.5,139.39999389648438,139.5,2023-03-10 17:06:00+03:00,126.5,130.46480072021484,132.9176011657715,134.9000015258789,136.88240188598633,139.70480239868164,143.3000030517578,139.5890441960994,139.1109527521428,139.5774610930854,139.18503394780817,139.77251343102057,139.11748443274894,140.0181457193759,139.02985415855377,140.45809774771274,138.90590158090052,140.66272062610915,139.25727949596114,-0.060406568761806057,-0.03194863312725454,0.02035414751424014,139.3499984741211,139.3499984741211,139.35833104451498,139.39999389648438,139.51666514078775,139.4499969482422,139.95125007629395,140.10000610351562,140.66722217135958,140.3000030517578,0.072,0.0,0.072,0.0,10.277,6.925,4.952,3.41,1.912,0.147,2.652,0.064,0.28,0.055,0.226,0.195,0.275,0.37,0.338,0.682,0.428,0.827,0.174,-231035.15,-436738.398,685264.002,0.108,0.108,0.102,0.072,0.012,0.036,0.322,0.428,0.83,0.57,0.0
853,139.3000030517578,139.39999389648438,139.3000030517578,139.3000030517578,2023-03-10 17:10:00+03:00,126.5,130.46480072021484,132.9176011657715,134.9000015258789,136.88240188598633,139.70480239868164,143.3000030517578,139.54572253268208,139.17927975613628,139.52216537785546,139.1653327147959,139.55165691095408,139.1783403424639,140.01801257857346,139.01398754349685,140.3930867019847,138.8929127486989,140.66567257561903,139.22632766852158,-0.06816679387571867,-0.02233849567936689,-0.02123075912936656,139.36250114440918,139.3000030517578,139.33333333333334,139.3000030517578,139.42083295186362,139.39999389648438,139.93750012715657,140.10000610351562,140.6555555343628,140.3000030517578,0.0,0.072,0.0,0.0,10.119,6.772,4.802,3.262,1.766,0.29,2.791,0.176,0.087,0.159,0.097,0.18,0.087,0.513,0.206,0.779,0.293,0.971,0.053,-204451.701,-623687.215,-656223.515,0.045,0.0,0.024,0.0,0.087,0.072,0.456,0.571,0.964,0.713,1.0
856,139.5,139.5,139.39999389648438,139.5,2023-03-10 17:13:00+03:00,126.5,130.46480072021484,132.9176011657715,134.9000015258789,136.88240188598633,139.70480239868164,143.3000030517578,139.61380725694264,139.18619579481518,139.58006146056314,139.14493892090658,139.56574145205596,139.17425641171357,140.00799361262483,139.06000626530488,140.33289964071315,138.90509993204074,140.66330310934546,139.21349706155297,-0.026810955991180663,0.0003456317545394343,0.0326383858359236,139.4000015258789,139.4000015258789,139.38333384195963,139.3499984741211,139.39166577657065,139.39999389648438,139.93000005086262,140.0,140.64749999576145,140.3000030517578,0.0,0.0,0.072,0.0,10.277,6.925,4.952,3.41,1.912,0.147,2.652,0.082,0.225,0.057,0.255,0.047,0.234,0.363,0.316,0.594,0.428,0.827,0.206,-520409.683,40360774.881,427310.843,0.072,0.072,0.084,0.108,0.078,0.072,0.307,0.357,0.816,0.57,0.0
857,139.5,139.5,139.1999969482422,139.1999969482422,2023-03-10 17:14:00+03:00,126.5,130.46480072021484,132.9176011657715,134.9000015258789,136.88240188598633,139.70480239868164,143.3000030517578,139.60004748993666,139.1249547988817,139.5868286363526,139.12567098217767,139.56925738622073,139.1507407827246,140.00331644854145,139.06868306317728,140.31335040384346,138.9026490468401,140.66452314053694,139.2042770303615,-0.04173868574741846,-0.001892775830823864,-0.010846406172277057,139.36250114440918,139.3000030517578,139.38333384195963,139.3499984741211,139.37499872843424,139.39999389648438,139.92666670481364,140.0,140.64430554707846,140.3000030517578,0.215,0.215,0.0,0.0,10.04,6.695,4.727,3.188,1.693,0.361,2.861,0.287,0.054,0.277,0.053,0.265,0.035,0.574,0.094,0.793,0.214,1.041,0.003,-333603.546,-7354378.023,-1283474.371,0.117,0.072,0.132,0.108,0.126,0.143,0.519,0.571,1.027,0.784,1.0
858,139.1999969482422,139.39999389648438,139.1999969482422,139.39999389648438,2023-03-10 17:15:00+03:00,126.5,130.46480072021484,132.9176011657715,134.9000015258789,136.88240188598633,139.70480239868164,143.3000030517578,139.60799220063345,139.14200779936655,139.59199125289908,139.13300722122202,139.56925738622073,139.1507407827246,140.00203846134096,139.07396068416685,140.28612765725674,138.90987179342684,140.66365699458487,139.19874315189952,-0.03700437346594754,-0.0022353122178504913,-0.0036054577659569986,139.375,139.3499984741211,139.39166641235352,139.39999389648438,139.37083180745444,139.39999389648438,139.92374998728434,140.0,140.64152776930067,140.3000030517578,0.144,0.0,0.144,0.0,10.198,6.849,4.877,3.336,1.839,0.218,2.722,0.149,0.185,0.138,0.192,0.121,0.179,0.43,0.234,0.632,0.353,0.898,0.145,-376812.212,-6236365.019,-3866460.472,0.018,0.036,0.006,0.0,0.021,0.0,0.374,0.429,0.883,0.641,0.0
859,139.39999389648438,139.39999389648438,139.1999969482422,139.3000030517578,2023-03-10 17:16:00+03:00,126.5,130.46480072021484,132.9176011657715,134.9000015258789,136.88240188598633,139.70480239868164,143.3000030517578,139.60799220063345,139.14200779936655,139.5868286363526,139.12567098217767,139.56501104845842,139.14498803601424,140.00203846134096,139.07396068416685,140.25829071329042,138.91570892049862,140.66358962121845,139.19161057409403,-0.04084992982222957,-0.004705742762548971,-0.014587464941342887,139.375,139.3499984741211,139.38333384195963,139.3499984741211,139.36249860127768,139.39999389648438,139.92041664123536,140.0,140.63861111534968,140.3000030517578,0.072,0.072,0.072,0.0,10.119,6.772,4.802,3.262,1.766,0.29,2.791,0.221,0.114,0.205,0.125,0.19,0.111,0.501,0.163,0.683,0.277,0.969,0.078,-341104.265,-2960312.874,-955029.48,0.054,0.036,0.06,0.036,0.045,0.072,0.443,0.5,0.952,0.713,1.0
860,139.39999389648438,139.39999389648438,139.3000030517578,139.39999389648438,2023-03-10 17:17:00+03:00,126.5,130.46480072021484,132.9176011657715,134.9000015258789,136.88240188598633,139.70480239868164,143.3000030517578,139.61269689061172,139.16230082056993,139.58438721451702,139.15311202254352,139.56501104845842,139.14498803601424,139.99751607616167,139.08648294727584,140.2346402804064,138.92135917027716,140.66258655604867,139.18621361484975,-0.035420826193615085,-0.004673280990069797,-0.004543433900153104,139.38749885559082,139.39999389648438,139.375,139.3499984741211,139.36249860127768,139.39999389648438,139.91749992370606,140.0,140.63583333757188,140.3000030517578,0.0,0.0,0.072,0.0,10.198,6.849,4.877,3.336,1.839,0.218,2.722,0.152,0.171,0.132,0.177,0.118,0.183,0.427,0.225,0.595,0.345,0.898,0.154,-393653.762,-2983014.877,-3068263.793,0.009,0.0,0.018,0.036,0.027,0.0,0.37,0.429,0.879,0.641,0.0
864,139.3000030517578,139.3000030517578,139.1999969482422,139.3000030517578,2023-03-10 17:21:00+03:00,126.5,130.46480072021484,132.9176011657715,134.9000015258789,136.88240188598633,139.70480239868164,143.3000030517578,139.44066990749064,139.18433009250936,139.54903513008753,139.16346639579137,139.5547353335462,139.15526527680538,139.99271147658172,139.05528840134795,140.14875789077666,138.9332416209421,140.66460113015734,139.15859906515516,-0.04260472846041807,-0.012574418986347834,-0.018942890170905002,139.3125,139.3000030517578,139.35833358764648,139.3000030517578,139.3458334604899,139.3000030517578,139.9033332824707,140.0,140.62472222646076,140.3000030517578,0.0,0.0,0.072,0.0,10.119,6.772,4.802,3.262,1.766,0.29,2.791,0.101,0.083,0.178,0.098,0.183,0.104,0.495,0.176,0.606,0.264,0.97,0.102,-327059.021,-1107904.688,-735468.266,0.009,0.0,0.042,0.0,0.033,0.0,0.431,0.5,0.942,0.713,0.0
866,139.1999969482422,139.1999969482422,139.10000610351562,139.10000610351562,2023-03-10 17:23:00+03:00,126.5,130.46480072021484,132.9176011657715,134.9000015258789,136.88240188598633,139.70480239868164,143.3000030517578,139.47462864197013,139.05037669860604,139.56335576969127,139.07414690059682,139.58623170193067,139.09377012912404,139.98537534401532,139.0106250221956,140.1089461198915,138.92905375803818,140.66961291143707,139.1375872838754,-0.07019743220362784,-0.02783365637637255,-0.0606737307253411,139.2625026702881,139.3000030517578,139.30833435058594,139.3000030517578,139.32916704813638,139.3000030517578,139.89375,140.0,140.61861112382678,140.3000030517578,0.072,0.072,0.0,0.0,9.96,6.619,4.651,3.113,1.62,0.433,2.931,0.269,0.036,0.332,0.019,0.348,0.004,0.632,0.064,0.72,0.123,1.116,0.027,-198255.405,-499854.701,-229359.029,0.117,0.144,0.15,0.144,0.164,0.144,0.567,0.643,1.08,0.855,1.0
867,139.1999969482422,139.1999969482422,139.10000610351562,139.1999969482422,2023-03-10 17:24:00+03:00,126.5,130.46480072021484,132.9176011657715,134.9000015258789,136.88240188598633,139.70480239868164,143.3000030517578,139.46380559947787,139.0361982152194,139.56415866577967,139.06084324156896,139.58214664634414,139.0778554898863,139.942468326701,139.01753167329898,140.08606703647968,138.93193284145002,140.67146295646282,139.1293372144356,-0.07062519157773295,-0.03203837569445757,-0.04885725296679766,139.25000190734863,139.3000030517578,139.2833340962728,139.3000030517578,139.32083384195963,139.3000030517578,139.88958333333332,140.0,140.615694448683,140.3000030517578,0.0,0.0,0.072,0.0,10.04,6.695,4.727,3.188,1.693,0.361,2.861,0.189,0.118,0.261,0.1,0.274,0.088,0.531,0.131,0.633,0.193,1.046,0.051,-197196.806,-434578.946,-285011.632,0.036,0.072,0.06,0.072,0.087,0.072,0.493,0.571,1.007,0.784,0.0
869,139.10000610351562,139.1999969482422,139.0,139.10000610351562,2023-03-10 17:26:00+03:00,126.5,130.46480072021484,132.9176011657715,134.9000015258789,136.88240188598633,139.70480239868164,143.3000030517578,139.3857067572321,138.98930087216243,139.57847191692835,138.99653075335974,139.5487393775082,139.0312639794254,139.8983770803501,138.99762328586087,140.04597604148304,138.93002401955212,140.67571569711876,139.1090844737797,-0.08312294360149508,-0.04012567333156015,-0.05442477738222351,139.18750381469727,139.1500015258789,139.24166870117188,139.3000030517578,139.31250127156576,139.3000030517578,139.8808333714803,140.0,140.60944446987577,140.3000030517578,0.0,0.072,0.072,0.0,9.96,6.619,4.651,3.113,1.62,0.433,2.931,0.205,0.08,0.343,0.074,0.322,0.049,0.571,0.074,0.675,0.122,1.12,0.007,-167442.493,-346760.865,-255682.132,0.063,0.036,0.102,0.144,0.153,0.144,0.558,0.643,1.073,0.855,1.0
870,139.1999969482422,139.3000030517578,139.10000610351562,139.3000030517578,2023-03-10 17:27:00+03:00,126.5,130.46480072021484,132.9176011657715,134.9000015258789,136.88240188598633,139.70480239868164,143.3000030517578,139.3857067572321,138.98930087216243,139.5433248306865,139.00667822107133,139.5487393775082,139.0312639794254,139.87857301649225,138.99742734971866,140.02531939653701,138.93468060346297,140.67563973841635,139.10276040806804,-0.07013181364007437,-0.036246063767175325,-0.020727625509636027,139.18750381469727,139.1500015258789,139.23333613077799,139.3000030517578,139.31250127156576,139.3000030517578,139.87750002543132,140.0,140.60666669209797,140.3000030517578,0.072,0.0,0.144,0.0,10.119,6.772,4.802,3.262,1.766,0.29,2.791,0.061,0.224,0.174,0.211,0.178,0.193,0.414,0.218,0.518,0.263,0.978,0.142,-198725.981,-384417.602,-672149.98,0.081,0.108,0.048,0.0,0.009,0.0,0.413,0.5,0.929,0.713,0.0
875,139.10000610351562,139.1999969482422,139.0,139.10000610351562,2023-03-10 17:32:00+03:00,126.5,130.46480072021484,132.9176011657715,134.9000015258789,136.88240188598633,139.70480239868164,143.3000030517578,139.26642492036473,138.98358652372707,139.40506064258238,138.96994698681215,139.47628614071212,138.96371935245193,139.82812223264705,138.9318789880561,139.92393436633353,138.93806606091255,140.67963322658153,139.05556709080128,-0.07920308922533081,-0.033886356094362864,-0.029984270271029345,139.1250057220459,139.10000610351562,139.14167149861655,139.10000610351562,139.2500025431315,139.3000030517578,139.85833346048992,140.0,140.59194452497695,140.3000030517578,0.0,0.072,0.072,0.0,9.96,6.619,4.651,3.113,1.62,0.433,2.931,0.119,0.084,0.219,0.094,0.27,0.098,0.521,0.121,0.589,0.117,1.123,0.032,-175724.471,-410589.714,-464009.926,0.018,0.0,0.03,0.0,0.108,0.144,0.542,0.643,1.061,0.855,1.0
876,139.1999969482422,139.3000030517578,139.10000610351562,139.3000030517578,2023-03-10 17:33:00+03:00,126.5,130.46480072021484,132.9176011657715,134.9000015258789,136.88240188598633,139.70480239868164,143.3000030517578,139.3351665351521,138.96484414600025,139.3774653672367,138.985043406567,139.4338389500496,138.98616684829025,139.80188841381974,138.93811280688337,139.90940189350482,138.94059871684675,140.678092388765,139.04990797744594,-0.06179405294776075,-0.026335262539520794,0.0038691116798474923,139.15000534057617,139.10000610351562,139.14167149861655,139.10000610351562,139.2500025431315,139.3000030517578,139.8554168065389,140.0,140.58916674719916,140.3000030517578,0.072,0.0,0.144,0.0,10.119,6.772,4.802,3.262,1.766,0.29,2.791,0.025,0.241,0.056,0.227,0.096,0.226,0.359,0.26,0.436,0.259,0.98,0.18,-225526.229,-529048.602,3600209.698,0.108,0.144,0.114,0.144,0.036,0.0,0.397,0.5,0.917,0.713,0.0
878,139.1999969482422,139.1999969482422,139.0,139.1999969482422,2023-03-10 17:35:00+03:00,126.5,130.46480072021484,132.9176011657715,134.9000015258789,136.88240188598633,139.70480239868164,143.3000030517578,139.30118403201675,138.99882283443833,139.3433923590554,138.9941148888694,139.40519402569325,138.9948120778224,139.71907580549464,138.9649256593491,139.89138233875715,138.9366181495241,140.67735770042484,139.0354425925439,-0.04980866475673906,-0.014101782302422242,0.008205799654035673,139.15000343322754,139.10000610351562,139.1583366394043,139.10000610351562,139.23333549499512,139.1999969482422,139.8491668065389,140.0,140.58333339691163,140.25,0.0,0.0,0.144,0.0,10.04,6.695,4.727,3.188,1.693,0.361,2.861,0.073,0.145,0.103,0.148,0.147,0.148,0.372,0.169,0.494,0.19,1.05,0.118,-279569.441,-987209.246,1696261.145,0.036,0.072,0.03,0.072,0.024,0.0,0.464,0.571,0.984,0.749,0.0
879,139.1999969482422,139.1999969482422,139.0,139.10000610351562,2023-03-10 17:36:00+03:00,126.5,130.46480072021484,132.9176011657715,134.9000015258789,136.88240188598633,139.70480239868164,143.3000030517578,139.30118403201675,138.99882283443833,139.31903789647035,138.99346973292418,139.39416531520197,138.98584109348946,139.6731384428791,138.97886351024593,139.89115903291255,138.928841577439,140.6773412665568,139.02665909965415,-0.05281492193955728,-0.012632504279466281,-0.006755392187642428,139.15000343322754,139.10000610351562,139.1500040690104,139.10000610351562,139.2166690826416,139.1999969482422,139.84541683197023,140.0,140.5801389694214,140.1999969482422,0.072,0.072,0.072,0.0,9.96,6.619,4.651,3.113,1.62,0.433,2.931,0.144,0.073,0.157,0.077,0.211,0.082,0.41,0.087,0.566,0.123,1.121,0.053,-263472.549,-1101227.718,-2059195.938,0.036,0.0,0.036,0.0,0.084,0.072,0.533,0.643,1.053,0.785,0.0
880,139.10000610351562,139.10000610351562,139.0,139.0,2023-03-10 17:37:00+03:00,126.5,130.46480072021484,132.9176011657715,134.9000015258789,136.88240188598633,139.70480239868164,143.3000030517578,139.32072524835272,138.95428009222346,139.2987456877924,138.9762615601324,139.36574537320098,138.97426164584198,139.64135284301415,138.97864898804056,139.88746888098544,138.91853179040126,140.67933521408696,139.01586510329582,-0.0625460670562461,-0.01603781632384776,-0.029659064501373678,139.1375026702881,139.10000610351562,139.14167022705078,139.10000610351562,139.19583574930826,139.1999969482422,139.84083347320558,140.0,140.5770834181044,140.1999969482422,0.072,0.072,0.0,0.0,9.881,6.542,4.576,3.039,1.547,0.504,3.001,0.23,0.033,0.214,0.017,0.262,0.019,0.459,0.015,0.634,0.059,1.194,0.011,-222336.196,-866801.533,-468759.421,0.099,0.072,0.102,0.072,0.141,0.144,0.601,0.714,1.122,0.856,0.0
881,139.10000610351562,139.10000610351562,138.5,138.60000610351562,2023-03-10 17:38:00+03:00,126.5,130.46480072021484,132.9176011657715,134.9000015258789,136.88240188598633,139.70480239868164,143.3000030517578,139.49926334805227,138.6507419925239,139.42009807896196,138.79240916896285,139.44805083937737,138.82195648484137,139.6451574042196,138.9268445489054,139.90171451219288,138.88428615919383,140.68754286387576,138.99565745350702,-0.10136575292639805,-0.03302217174763435,-0.10095959344278072,139.0750026702881,139.10000610351562,139.10000356038412,139.10000610351562,139.17083613077799,139.1500015258789,139.83500016530354,140.0,140.57347231970894,140.1999969482422,0.359,0.359,0.072,0.0,9.565,6.236,4.275,2.743,1.255,0.791,3.28,0.645,0.037,0.588,0.139,0.608,0.16,0.748,0.235,0.93,0.205,1.484,0.285,-136832.577,-419818.022,-137382.651,0.342,0.359,0.359,0.359,0.41,0.395,0.883,1.0,1.404,1.141,1.0
883,138.6999969482422,138.8000030517578,138.60000610351562,138.6999969482422,2023-03-10 17:40:00+03:00,126.5,130.46480072021484,132.9176011657715,134.9000015258789,136.88240188598633,139.70480239868164,143.3000030517578,139.5174812131818,138.43251954975764,139.46312285134937,138.63688325216626,139.46365894404008,138.68634715947556,139.654563371937,138.8454378487661,139.91538799757322,138.83461261277833,140.70002196459066,138.9615782551359,-0.13792512505764876,-0.06430875091489535,-0.12100728512658065,138.97500038146973,139.0500030517578,139.01666895548502,139.10000610351562,139.11666933695474,139.10000610351562,139.82500019073487,140.0,140.56611120435926,140.1999969482422,0.0,0.072,0.072,0.0,9.644,6.312,4.35,2.817,1.328,0.719,3.21,0.586,0.193,0.547,0.046,0.548,0.01,0.684,0.105,0.869,0.097,1.421,0.188,-100661.806,-215778.263,-114721.196,0.198,0.252,0.228,0.288,0.3,0.288,0.805,0.929,1.328,1.07,1.0
884,138.6999969482422,138.89999389648438,138.6999969482422,138.8000030517578,2023-03-10 17:41:00+03:00,126.5,130.46480072021484,132.9176011657715,134.9000015258789,136.88240188598633,139.70480239868164,143.3000030517578,139.3957908129722,138.42920994996726,139.46156420983232,138.60094151221358,139.44202981302934,138.6579762904863,139.6534925300017,138.8185088127717,139.92145548689234,138.8165453065647,140.7046713705358,138.94732887360485,-0.1403445828763097,-0.07141580228874189,-0.09984400778412805,138.91250038146973,138.9000015258789,138.99166870117188,139.10000610351562,139.09166971842447,139.10000610351562,139.8204168955485,140.0,140.56263898213703,140.1999969482422,0.072,0.072,0.072,0.0,9.723,6.389,4.426,2.891,1.401,0.648,3.14,0.427,0.268,0.474,0.144,0.46,0.102,0.611,0.013,0.801,0.012,1.354,0.106,-98999.438,-194454.749,-139116.859,0.081,0.072,0.138,0.216,0.21,0.216,0.73,0.857,1.254,0.999,1.0
887,139.0,139.0,138.89999389648438,139.0,2023-03-10 17:44:00+03:00,126.5,130.46480072021484,132.9176011657715,134.9000015258789,136.88240188598633,139.70480239868164,143.3000030517578,139.1880607938098,138.51193996912966,139.40000292467366,138.6000008900236,139.41443804675552,138.64556714123276,139.6284504025239,138.79155142853077,139.9246555509275,138.80734518149436,140.71133678814851,138.9182635536484,-0.09900848099363202,-0.04790783926654411,-0.005330798543809578,138.85000038146973,138.9000015258789,138.96666717529297,139.0,139.05416933695474,139.10000610351562,139.80833358764647,140.0,140.55277788374158,140.1999969482422,0.0,0.0,0.072,0.0,9.881,6.542,4.576,3.039,1.547,0.504,3.001,0.135,0.352,0.287,0.289,0.297,0.256,0.45,0.15,0.661,0.139,1.216,0.059,-140492.013,-290240.407,-2607589.269,0.108,0.072,0.024,0.0,0.039,0.072,0.578,0.714,1.105,0.856,0.0
889,138.89999389648438,138.89999389648438,138.8000030517578,138.89999389648438,2023-03-10 17:46:00+03:00,126.5,130.46480072021484,132.9176011657715,134.9000015258789,136.88240188598633,139.70480239868164,143.3000030517578,139.1313472609898,138.61864892431294,139.37165417079927,138.57834659214018,139.39879383475613,138.62120891182587,139.61809481228372,138.76190701877098,139.92924501617128,138.7907555941803,140.71663305015028,138.89536719399035,-0.09337172525050619,-0.034969509991090844,-0.012981661164360503,138.87499809265137,138.89999389648438,138.90833282470703,138.9499969482422,139.02916844685873,139.10000610351562,139.79958356221516,140.0,140.54583343929716,140.1999969482422,0.0,0.0,0.072,0.0,9.802,6.465,4.501,2.965,1.474,0.576,3.07,0.166,0.203,0.338,0.232,0.358,0.201,0.514,0.1,0.736,0.079,1.291,0.003,-148860.231,-397303.146,-1070070.878,0.018,0.0,0.006,0.036,0.093,0.144,0.643,0.786,1.171,0.927,0.0
890,138.89999389648438,138.89999389648438,138.6999969482422,138.8000030517578,2023-03-10 17:47:00+03:00,126.5,130.46480072021484,132.9176011657715,134.9000015258789,136.88240188598633,139.70480239868164,143.3000030517578,139.1126968906117,138.66230082056995,139.3560420958159,138.55645828565383,139.35930952595635,138.6106932206257,139.6156003198769,138.74040187738873,139.93408663852335,138.77391415493366,140.71950172623838,138.88209849348817,-0.0978611635502773,-0.033693411326678836,-0.028589016669030798,138.88749885559082,138.89999389648438,138.875,138.89999389648438,139.01666831970215,139.10000610351562,139.79458357493084,140.0,140.54236121707493,140.1999969482422,0.072,0.072,0.072,0.0,9.723,6.389,4.426,2.891,1.401,0.648,3.14,0.225,0.099,0.399,0.176,0.401,0.137,0.584,0.043,0.81,0.019,1.364,0.059,-141933.592,-412049.985,-485601.144,0.063,0.072,0.054,0.072,0.156,0.216,0.711,0.857,1.24,0.999,0.0
891,138.8000030517578,138.8000030517578,138.60000610351562,138.60000610351562,2023-03-10 17:48:00+03:00,126.5,130.46480072021484,132.9176011657715,134.9000015258789,136.88240188598633,139.70480239868164,143.3000030517578,139.15274100712506,138.59725899287494,139.35395083742216,138.49604954404757,139.36730355963323,138.55269918694881,139.62956502968711,138.69843728964884,139.94527173860578,138.74672929899188,140.72601291378643,138.86438735476824,-0.11621747531387427,-0.04008913304337364,-0.06567201991015281,138.875,138.89999389648438,138.83333333333334,138.8499984741211,138.99166870117188,139.0500030517578,139.7891669591268,140.0,140.5386112213135,140.1999969482422,0.144,0.144,0.0,0.0,9.565,6.236,4.275,2.743,1.255,0.791,3.28,0.397,0.002,0.541,0.075,0.551,0.034,0.737,0.071,0.961,0.106,1.511,0.19,-119359.178,-345829.617,-211148.794,0.198,0.216,0.168,0.18,0.282,0.324,0.851,1.0,1.379,1.141,1.0
892,138.6999969482422,138.6999969482422,138.60000610351562,138.6999969482422,2023-03-10 17:49:00+03:00,126.5,130.46480072021484,132.9176011657715,134.9000015258789,136.88240188598633,139.70480239868164,143.3000030517578,139.1636840314067,138.5613144427144,139.27992604706998,138.4950735714603,139.35751289394747,138.52248893710723,139.63390095786707,138.67010111732822,139.9533934719366,138.72860756566106,140.7313635262981,138.84943676667066,-0.12129830773946537,-0.04542507887059055,-0.06676886217945821,138.86249923706055,138.89999389648438,138.80833307902017,138.8000030517578,138.9750016530355,139.0,139.7833335876465,140.0,140.53500010172527,140.1999969482422,0.0,0.0,0.072,0.0,9.644,6.312,4.35,2.817,1.328,0.719,3.21,0.333,0.1,0.416,0.148,0.472,0.128,0.669,0.022,0.896,0.021,1.443,0.108,-114446.193,-305437.933,-207831.557,0.117,0.144,0.078,0.072,0.198,0.216,0.775,0.929,1.306,1.07,1.0
894,138.8000030517578,138.89999389648438,138.6999969482422,138.8000030517578,2023-03-10 17:51:00+03:00,126.5,130.46480072021484,132.9176011657715,134.9000015258789,136.88240188598633,139.70480239868164,143.3000030517578,139.06177979425095,138.56322020574905,139.14626044979923,138.52874069460995,139.31987795136988,138.50012326933327,139.62759737560808,138.6364053099388,139.96085597494812,138.699145245755,140.7387990585961,138.824401380857,-0.11038343751798152,-0.04379953764451486,-0.035102954119537344,138.8125,138.8000030517578,138.83333333333334,138.8000030517578,138.94166819254556,139.0,139.7733336130778,139.9499969482422,140.52750011020237,140.1999969482422,0.0,0.072,0.072,0.0,9.723,6.389,4.426,2.891,1.401,0.648,3.14,0.188,0.171,0.249,0.196,0.373,0.217,0.593,0.118,0.829,0.073,1.378,0.018,-125843.505,-316998.329,-395508.325,0.009,0.0,0.024,0.0,0.102,0.144,0.696,0.822,1.229,0.999,1.0
895,138.8000030517578,138.89999389648438,138.8000030517578,138.89999389648438,2023-03-10 17:52:00+03:00,126.5,130.46480072021484,132.9176011657715,134.9000015258789,136.88240188598633,139.70480239868164,143.3000030517578,139.01380089015802,138.58619758396307,139.1030853783365,138.5469142401938,139.2999987151224,138.5000012848776,139.62548615975308,138.62651640372346,139.96267031096798,138.68933072662966,140.74114876766035,138.81405167179278,-0.09681204578438951,-0.03717941611312006,-0.01069892998754085,138.79999923706055,138.8000030517578,138.84999974568686,138.8499984741211,138.93333435058594,138.9499969482422,139.76875025431315,139.89999389648438,140.52388899061415,140.1999969482422,0.072,0.0,0.072,0.0,9.802,6.465,4.501,2.965,1.474,0.576,3.07,0.082,0.226,0.146,0.255,0.287,0.289,0.52,0.197,0.759,0.152,1.308,0.062,-143573.875,-373693.801,-1298360.612,0.072,0.072,0.036,0.036,0.024,0.036,0.622,0.715,1.156,0.927,0.0
898,138.8000030517578,138.8000030517578,138.60000610351562,138.8000030517578,2023-03-10 17:55:00+03:00,126.5,130.46480072021484,132.9176011657715,134.9000015258789,136.88240188598633,139.70480239868164,143.3000030517578,138.95227864341862,138.5977244083392,139.05891657044273,138.603583811027,139.11239301491787,138.55760820578524,139.59020514260814,138.58979790914967,139.96899390717263,138.64700767974145,140.7485660096297,138.7778345030656,-0.08489298031005887,-0.0246611944075478,-0.011062996301319572,138.7750015258789,138.8000030517578,138.81666692097983,138.8000030517578,138.8958339691162,138.8499984741211,139.75333360036214,139.89999389648438,140.51222231123182,140.1999969482422,0.0,0.0,0.144,0.0,9.723,6.389,4.426,2.891,1.401,0.648,3.14,0.11,0.146,0.186,0.142,0.225,0.175,0.566,0.152,0.835,0.11,1.384,0.016,-163599.977,-562927.577,-1254733.006,0.018,0.0,0.012,0.0,0.069,0.036,0.682,0.786,1.219,0.999,0.0
